mcc,net,area,cell,unit,lon,lat,range,samples,changeable,created,updated,averageSignal,network_type
405,20,9727,72411,0,77.734447,12.936971,251,9,1,1680000000,1700000000,-100.3,LTE
404,10,893,91789,0,77.655902,12.752886,1038,4,1,1680000000,1700000000,-105.5,UMTS
404,472,732,4168,0,77.58171,13.028011,1653,17,1,1680000000,1700000000,-90.4,LTE
404,10,4676,82841,0,77.694949,12.891338,726,4,1,1680000000,1700000000,-95.4,UMTS
404,20,712,95065,0,77.620268,13.098912,1478,9,1,1680000000,1700000000,-101.9,GSM
404,472,608,11942,0,77.617747,12.879399,1237,4,1,1680000000,1700000000,-100.8,LTE
404,472,2247,90826,0,77.483854,12.984901,1208,2,1,1680000000,1700000000,-120.0,GSM
405,20,8176,77789,0,77.400821,12.822662,689,3,1,1680000000,1700000000,-110.8,UMTS
404,472,2726,60830,0,77.668845,12.966926,682,9,1,1680000000,1700000000,-87.2,LTE
405,20,4451,93087,0,77.73493,12.808445,603,2,1,1680000000,1700000000,-101.6,UMTS
404,10,772,74299,0,77.636599,13.054591,1391,4,1,1680000000,1700000000,-90.1,NR
405,10,3043,86472,0,77.741392,12.805402,886,2,1,1680000000,1700000000,-100.0,UMTS
405,472,6104,34482,0,77.652168,12.917157,277,8,1,1680000000,1700000000,-104.9,LTE
405,20,1002,19715,0,77.617635,12.961571,238,19,1,1680000000,1700000000,-91.0,LTE
404,472,3644,77885,0,77.571712,13.131508,1494,2,1,1680000000,1700000000,-114.3,UMTS
405,10,2730,20196,0,77.577696,12.952437,1056,12,1,1680000000,1700000000,-78.7,UMTS
405,10,222,59591,0,77.674749,12.910238,1529,8,1,1680000000,1700000000,-94.5,NR
405,20,1786,31308,0,77.51545,12.901683,1422,1,1,1680000000,1700000000,-104.2,UMTS
404,1,8424,97948,0,77.767284,12.864015,980,3,1,1680000000,1700000000,-103.2,UMTS
405,10,4533,68225,0,77.693835,13.129732,1320,2,1,1680000000,1700000000,-114.4,GSM
405,472,1132,75555,0,77.482662,12.89927,646,6,1,1680000000,1700000000,-97.5,UMTS
404,1,5118,75856,0,77.596691,12.938922,1980,2,1,1680000000,1700000000,-107.4,GSM
405,10,6177,29255,0,77.676458,12.832646,624,3,1,1680000000,1700000000,-82.9,LTE
404,472,146,23283,0,77.536384,13.121707,1266,2,1,1680000000,1700000000,-107.6,GSM
404,472,7572,78865,0,77.696169,12.939966,968,5,1,1680000000,1700000000,-112.2,UMTS
404,20,1735,69116,0,77.748658,13.045827,1227,3,1,1680000000,1700000000,-108.2,GSM
405,472,3381,6078,0,77.557842,13.002685,434,1,1,1680000000,1700000000,-89.4,LTE
405,10,1849,87221,0,77.544342,13.039564,1007,1,1,1680000000,1700000000,-113.5,GSM
405,10,5749,14340,0,77.661989,12.990679,159,14,1,1680000000,1700000000,-89.8,UMTS
404,472,1606,23622,0,77.621334,13.000401,1596,5,1,1680000000,1700000000,-81.4,NR
405,10,772,11497,0,77.784955,12.942227,1645,5,1,1680000000,1700000000,-113.0,UMTS
404,472,8450,36066,0,77.546257,12.760946,1215,1,1,1680000000,1700000000,-109.0,GSM
404,10,1760,20450,0,77.582532,12.885129,612,9,1,1680000000,1700000000,-83.0,UMTS
404,10,1968,40271,0,77.560007,13.047689,755,10,1,1680000000,1700000000,-115.3,UMTS
404,10,1713,10149,0,77.677791,13.085158,488,3,1,1680000000,1700000000,-102.9,GSM
404,20,6829,94654,0,77.578106,12.952152,1908,23,1,1680000000,1700000000,-82.3,LTE
405,20,7336,21517,0,77.660166,12.911426,1867,2,1,1680000000,1700000000,-87.3,UMTS
405,20,7551,81210,0,77.655111,13.08793,1638,5,1,1680000000,1700000000,-103.8,LTE
404,472,2637,43046,0,77.61364,12.93656,1278,3,1,1680000000,1700000000,-85.8,LTE
404,472,9171,17377,0,77.67743,12.863734,1643,3,1,1680000000,1700000000,-87.3,LTE
405,10,7902,53163,0,77.594609,12.913962,238,25,1,1680000000,1700000000,-106.7,GSM
405,1,7836,64200,0,77.618116,12.988076,1237,9,1,1680000000,1700000000,-99.3,UMTS
404,20,8524,69420,0,77.582449,13.082945,484,15,1,1680000000,1700000000,-86.7,NR
405,20,9456,85180,0,77.687635,12.985224,265,4,1,1680000000,1700000000,-112.6,GSM
404,472,4283,21863,0,77.647435,13.065053,1100,11,1,1680000000,1700000000,-76.8,NR
405,10,7616,93019,0,77.712258,12.896019,477,2,1,1680000000,1700000000,-110.2,UMTS
405,10,4845,69822,0,77.68893,12.920066,1302,6,1,1680000000,1700000000,-75.6,NR
404,472,3622,29257,0,77.503203,12.963938,1395,1,1,1680000000,1700000000,-108.0,UMTS
405,472,9245,79783,0,77.412369,13.163492,1820,2,1,1680000000,1700000000,-102.5,UMTS
405,1,6751,30734,0,77.492844,12.935451,1346,18,1,1680000000,1700000000,-104.2,LTE
404,472,2008,70004,0,77.708144,12.922394,1890,1,1,1680000000,1700000000,-100.4,UMTS
404,472,6845,77458,0,77.645512,12.840529,251,19,1,1680000000,1700000000,-88.6,LTE
404,472,3280,4693,0,77.576527,12.993163,1388,9,1,1680000000,1700000000,-75.3,LTE
405,1,8884,97577,0,77.627428,12.976556,527,7,1,1680000000,1700000000,-97.2,UMTS
404,10,2225,12362,0,77.673308,13.157693,768,2,1,1680000000,1700000000,-100.4,LTE
405,10,6284,93109,0,77.495845,13.053174,478,2,1,1680000000,1700000000,-95.1,UMTS
404,1,4924,69244,0,77.8,12.969739,1800,10,1,1680000000,1700000000,-108.9,GSM
404,472,9007,99189,0,77.576364,13.133616,1906,1,1,1680000000,1700000000,-108.4,GSM
405,10,7191,86618,0,77.703719,13.002358,591,4,1,1680000000,1700000000,-111.6,UMTS
404,472,7361,95361,0,77.403716,13.126117,1792,1,1,1680000000,1700000000,-94.0,UMTS
405,472,3014,76456,0,77.625194,13.147051,142,4,1,1680000000,1700000000,-110.2,GSM
405,20,6292,64642,0,77.48134,12.988668,537,1,1,1680000000,1700000000,-93.3,LTE
404,20,262,94799,0,77.535558,13.075919,661,3,1,1680000000,1700000000,-91.8,UMTS
404,472,4681,67846,0,77.670137,12.946947,1186,5,1,1680000000,1700000000,-96.6,GSM
404,472,1133,85586,0,77.728756,12.978697,1304,7,1,1680000000,1700000000,-94.2,LTE
404,10,522,87056,0,77.744898,12.910712,315,3,1,1680000000,1700000000,-99.2,UMTS
404,472,417,54378,0,77.544222,13.025952,1198,4,1,1680000000,1700000000,-120.0,GSM
404,472,1111,18710,0,77.646321,13.039321,1839,6,1,1680000000,1700000000,-95.8,LTE
405,472,6044,10168,0,77.416726,12.985851,1048,4,1,1680000000,1700000000,-114.7,GSM
405,472,6959,38023,0,77.576411,12.831365,997,4,1,1680000000,1700000000,-109.7,GSM
405,20,227,29486,0,77.66285,13.010865,592,23,1,1680000000,1700000000,-86.4,LTE
405,472,6538,5402,0,77.713498,12.997299,604,7,1,1680000000,1700000000,-99.8,LTE
404,472,2938,78088,0,77.798708,13.03273,1379,4,1,1680000000,1700000000,-110.1,GSM
405,10,4159,79409,0,77.643228,13.181491,1291,2,1,1680000000,1700000000,-116.1,GSM
405,20,1110,52967,0,77.8,12.873471,344,4,1,1680000000,1700000000,-107.2,GSM
405,472,1183,54932,0,77.736978,13.00688,1903,2,1,1680000000,1700000000,-106.4,GSM
405,472,1538,8180,0,77.634176,12.892298,775,4,1,1680000000,1700000000,-120.0,UMTS
405,472,8499,39746,0,77.674401,12.86856,465,23,1,1680000000,1700000000,-94.3,LTE
405,20,6957,58840,0,77.69172,12.86842,1628,7,1,1680000000,1700000000,-94.8,LTE
404,10,8504,83171,0,77.575399,13.083409,1077,13,1,1680000000,1700000000,-102.2,NR
404,20,841,22914,0,77.578929,13.058397,1639,8,1,1680000000,1700000000,-81.4,LTE
404,1,2305,10360,0,77.537039,12.999256,942,2,1,1680000000,1700000000,-89.3,LTE
405,20,9880,96781,0,77.752605,12.712423,1379,2,1,1680000000,1700000000,-101.0,LTE
404,10,2604,27706,0,77.770668,13.135848,448,2,1,1680000000,1700000000,-101.9,UMTS
404,10,6476,19081,0,77.52912,12.971401,367,5,1,1680000000,1700000000,-89.8,LTE
404,472,7525,91544,0,77.65376,13.004458,989,19,1,1680000000,1700000000,-79.6,NR
404,1,2965,61765,0,77.654451,13.004566,921,21,1,1680000000,1700000000,-109.7,GSM
404,472,9242,25438,0,77.642732,12.992938,133,13,1,1680000000,1700000000,-81.3,NR
405,472,2805,90167,0,77.764734,13.118585,1366,2,1,1680000000,1700000000,-116.1,GSM
405,10,5282,30576,0,77.746071,12.945534,1009,25,1,1680000000,1700000000,-105.6,GSM
405,472,4892,26988,0,77.645396,13.048088,392,20,1,1680000000,1700000000,-87.3,UMTS
404,10,4419,68956,0,77.564539,13.024125,589,4,1,1680000000,1700000000,-85.5,GSM
404,10,5282,40883,0,77.612714,13.080416,790,8,1,1680000000,1700000000,-111.4,GSM
404,10,6344,10438,0,77.505415,12.92562,953,7,1,1680000000,1700000000,-90.8,LTE
405,20,3251,93329,0,77.665122,12.874113,1402,24,1,1680000000,1700000000,-101.4,NR
405,472,8157,27443,0,77.67782,12.970662,1161,3,1,1680000000,1700000000,-97.7,LTE
405,10,6303,95916,0,77.604211,13.024202,332,23,1,1680000000,1700000000,-96.4,UMTS
405,10,785,4171,0,77.652935,12.824322,1762,24,1,1680000000,1700000000,-103.4,LTE
405,10,5994,14444,0,77.710475,12.923649,421,8,1,1680000000,1700000000,-87.4,LTE
405,20,438,90124,0,77.782484,12.938639,576,3,1,1680000000,1700000000,-94.5,NR
404,472,294,12700,0,77.473368,12.959719,324,1,1,1680000000,1700000000,-99.2,LTE
404,10,8780,64053,0,77.419589,12.730535,1147,1,1,1680000000,1700000000,-109.5,UMTS
404,472,6554,24092,0,77.438479,12.917952,1607,3,1,1680000000,1700000000,-105.2,UMTS
404,1,5057,21830,0,77.641469,12.884441,458,10,1,1680000000,1700000000,-108.5,LTE
405,472,6241,70481,0,77.609409,13.014612,1974,10,1,1680000000,1700000000,-113.8,UMTS
405,20,6735,8612,0,77.524814,12.94104,739,3,1,1680000000,1700000000,-105.5,UMTS
404,472,476,2906,0,77.639613,12.942671,318,7,1,1680000000,1700000000,-83.6,LTE
405,472,523,97656,0,77.489526,13.072945,982,1,1,1680000000,1700000000,-101.7,GSM
404,10,3628,46660,0,77.417993,12.929579,164,3,1,1680000000,1700000000,-103.0,LTE
405,20,1325,47665,0,77.724853,12.951757,347,6,1,1680000000,1700000000,-89.4,LTE
405,10,8983,84746,0,77.703422,13.178698,1152,2,1,1680000000,1700000000,-105.6,LTE
404,1,5763,87322,0,77.667533,12.941444,1933,10,1,1680000000,1700000000,-101.5,GSM
404,10,1776,56547,0,77.597793,12.867404,360,3,1,1680000000,1700000000,-103.8,UMTS
404,10,3362,93066,0,77.712785,12.927597,1666,10,1,1680000000,1700000000,-106.9,LTE
405,472,563,44914,0,77.625958,12.986975,1591,14,1,1680000000,1700000000,-92.6,NR
405,20,261,99454,0,77.711624,12.859919,900,2,1,1680000000,1700000000,-105.6,UMTS
405,472,803,74167,0,77.790537,13.087877,1694,4,1,1680000000,1700000000,-113.1,GSM
405,20,2676,69238,0,77.497172,12.890552,947,10,1,1680000000,1700000000,-98.0,UMTS
405,1,5347,73888,0,77.51659,12.949161,1148,10,1,1680000000,1700000000,-115.3,LTE
404,1,3718,80180,0,77.670205,12.955243,1629,4,1,1680000000,1700000000,-98.5,UMTS
405,10,1192,40670,0,77.486118,12.867564,1581,2,1,1680000000,1700000000,-105.8,UMTS
404,10,6827,17895,0,77.664753,12.953161,260,2,1,1680000000,1700000000,-98.3,GSM
405,20,7503,24716,0,77.776508,13.152084,975,1,1,1680000000,1700000000,-107.1,GSM
405,472,1784,16830,0,77.606162,12.981429,967,11,1,1680000000,1700000000,-69.3,NR
405,10,5505,6443,0,77.553548,13.07674,1998,9,1,1680000000,1700000000,-110.6,LTE
404,472,344,53584,0,77.530575,12.965208,1506,9,1,1680000000,1700000000,-86.2,LTE
405,10,3470,99700,0,77.545162,12.860095,327,2,1,1680000000,1700000000,-107.9,GSM
405,472,7212,28497,0,77.58862,13.05904,411,15,1,1680000000,1700000000,-88.3,LTE
404,472,5856,77556,0,77.699387,12.977797,658,9,1,1680000000,1700000000,-100.9,UMTS
405,472,9797,75475,0,77.668542,13.056083,1761,10,1,1680000000,1700000000,-95.4,LTE
404,10,601,14334,0,77.471051,12.753772,870,3,1,1680000000,1700000000,-105.6,UMTS
404,10,344,4420,0,77.597171,12.830589,1818,4,1,1680000000,1700000000,-103.0,UMTS
404,472,2702,27576,0,77.411849,12.824041,740,2,1,1680000000,1700000000,-118.4,GSM
404,10,9805,54205,0,77.639283,13.046818,505,5,1,1680000000,1700000000,-100.3,UMTS
405,472,1179,87243,0,77.56468,13.044505,1687,5,1,1680000000,1700000000,-111.7,LTE
404,10,8989,77564,0,77.444943,13.163365,730,2,1,1680000000,1700000000,-100.3,LTE
404,10,3568,87828,0,77.706202,12.763188,1268,1,1,1680000000,1700000000,-104.9,UMTS
404,10,2432,16082,0,77.638414,13.071653,167,25,1,1680000000,1700000000,-107.7,LTE
404,20,4376,89442,0,77.597136,12.867708,674,1,1,1680000000,1700000000,-96.4,NR
404,472,1794,22511,0,77.554655,12.958369,611,3,1,1680000000,1700000000,-88.8,LTE
405,20,129,82381,0,77.421006,13.064638,499,3,1,1680000000,1700000000,-110.5,GSM
405,10,1007,29170,0,77.759997,12.839824,156,1,1,1680000000,1700000000,-118.0,GSM
404,10,543,95947,0,77.563772,12.896111,1398,15,1,1680000000,1700000000,-101.7,GSM
405,10,3938,35854,0,77.499047,13.004137,472,4,1,1680000000,1700000000,-112.1,UMTS
404,472,4214,63220,0,77.492425,12.978215,284,3,1,1680000000,1700000000,-97.4,GSM
405,10,4863,75615,0,77.594106,12.853972,1887,3,1,1680000000,1700000000,-88.1,LTE
405,10,1573,79292,0,77.70159,12.941606,908,6,1,1680000000,1700000000,-96.8,LTE
404,472,7765,63506,0,77.756979,13.112978,392,3,1,1680000000,1700000000,-110.3,GSM
404,472,4717,87502,0,77.797058,12.936978,1159,3,1,1680000000,1700000000,-107.2,UMTS
405,472,8324,86524,0,77.405992,12.803153,1509,4,1,1680000000,1700000000,-107.9,UMTS
404,1,7778,68189,0,77.642265,12.787015,1126,4,1,1680000000,1700000000,-107.0,GSM
404,10,9363,47288,0,77.647292,12.958171,280,8,1,1680000000,1700000000,-96.2,GSM
405,472,526,49531,0,77.643165,13.172284,455,3,1,1680000000,1700000000,-106.9,UMTS
404,472,4828,67316,0,77.713636,12.90555,140,3,1,1680000000,1700000000,-106.6,GSM
404,10,9329,39621,0,77.709515,13.0252,1114,4,1,1680000000,1700000000,-110.9,LTE
405,20,8884,24799,0,77.713801,12.829373,1029,3,1,1680000000,1700000000,-104.6,GSM
405,472,3035,23219,0,77.71267,12.749588,1257,4,1,1680000000,1700000000,-97.1,UMTS
405,472,2657,16166,0,77.542515,12.913008,1062,1,1,1680000000,1700000000,-108.3,GSM
404,20,3800,6993,0,77.725402,13.132945,637,3,1,1680000000,1700000000,-120.0,GSM
405,472,6005,82385,0,77.488902,12.833999,202,1,1,1680000000,1700000000,-113.3,GSM
405,472,5450,16040,0,77.510411,12.907746,1691,4,1,1680000000,1700000000,-110.7,GSM
404,1,9639,69627,0,77.631868,12.712308,1503,4,1,1680000000,1700000000,-112.6,GSM
404,10,1197,89826,0,77.521252,12.980021,1220,7,1,1680000000,1700000000,-107.4,LTE
404,472,1149,81439,0,77.690101,12.94732,1102,3,1,1680000000,1700000000,-103.0,UMTS
404,472,8075,41998,0,77.511064,13.045869,694,4,1,1680000000,1700000000,-114.6,UMTS
405,472,9481,7990,0,77.668003,12.97111,1699,5,1,1680000000,1700000000,-97.8,LTE
405,472,8963,61399,0,77.434653,13.057008,246,3,1,1680000000,1700000000,-113.5,UMTS
404,20,5431,77142,0,77.742504,12.989267,1827,18,1,1680000000,1700000000,-87.3,NR
404,10,9616,19175,0,77.547442,12.971874,901,17,1,1680000000,1700000000,-76.5,LTE
405,20,4666,83758,0,77.609886,12.997962,218,3,1,1680000000,1700000000,-88.6,LTE
405,1,1883,38379,0,77.411735,13.015997,1575,1,1,1680000000,1700000000,-97.3,UMTS
405,10,3347,53113,0,77.542937,13.082192,1455,10,1,1680000000,1700000000,-106.7,LTE
404,472,3157,50766,0,77.57471,12.948915,423,8,1,1680000000,1700000000,-95.7,LTE
404,10,6177,14180,0,77.409267,12.761207,757,2,1,1680000000,1700000000,-111.3,UMTS
404,1,7673,19527,0,77.72777,12.967843,1554,3,1,1680000000,1700000000,-96.3,GSM
404,20,1081,62814,0,77.639289,12.950011,416,20,1,1680000000,1700000000,-84.6,NR
405,472,4656,83505,0,77.754598,12.941973,213,23,1,1680000000,1700000000,-93.5,LTE
405,10,9539,30930,0,77.701715,13.098384,1647,4,1,1680000000,1700000000,-120.0,GSM
404,10,3030,77364,0,77.651728,13.025302,800,4,1,1680000000,1700000000,-89.6,LTE
405,1,1069,63965,0,77.8,12.939262,1326,1,1,1680000000,1700000000,-102.1,UMTS
405,472,825,77805,0,77.605193,12.812386,1835,1,1,1680000000,1700000000,-111.6,GSM
405,10,5782,40268,0,77.550489,12.964746,1646,17,1,1680000000,1700000000,-91.5,GSM
404,20,692,12513,0,77.749946,13.097557,462,3,1,1680000000,1700000000,-108.6,UMTS
404,10,985,59163,0,77.796527,12.976772,629,5,1,1680000000,1700000000,-106.1,UMTS
405,10,2364,99147,0,77.514894,12.98171,958,3,1,1680000000,1700000000,-92.7,LTE
404,472,9322,61263,0,77.543193,12.936195,582,2,1,1680000000,1700000000,-99.1,UMTS
404,472,7347,20776,0,77.601493,13.010626,503,10,1,1680000000,1700000000,-96.4,UMTS
404,472,9865,80383,0,77.788043,13.170569,447,1,1,1680000000,1700000000,-117.3,GSM
405,1,362,36263,0,77.43922,12.952926,552,2,1,1680000000,1700000000,-102.8,LTE
404,472,7345,89974,0,77.516708,12.733453,1709,2,1,1680000000,1700000000,-105.0,GSM
404,10,9252,12824,0,77.578651,13.046304,938,5,1,1680000000,1700000000,-97.7,NR
404,10,2027,21358,0,77.673957,12.918247,1141,10,1,1680000000,1700000000,-90.7,NR
405,472,4744,4819,0,77.711867,12.908283,1959,2,1,1680000000,1700000000,-101.4,LTE
404,10,742,44035,0,77.797414,13.042961,742,1,1,1680000000,1700000000,-115.5,UMTS
405,20,9155,55970,0,77.648106,12.8018,1298,8,1,1680000000,1700000000,-94.7,GSM
405,20,4256,97138,0,77.614324,12.958535,1375,8,1,1680000000,1700000000,-78.7,LTE
405,10,6927,73086,0,77.566013,13.065858,438,23,1,1680000000,1700000000,-87.7,LTE
404,10,3986,30436,0,77.548873,13.04192,799,3,1,1680000000,1700000000,-112.6,GSM
405,472,3517,73808,0,77.604421,13.123653,1886,3,1,1680000000,1700000000,-103.2,UMTS
404,1,7769,33454,0,77.671398,13.193852,983,4,1,1680000000,1700000000,-91.5,LTE
404,472,2068,94340,0,77.775313,12.923951,162,4,1,1680000000,1700000000,-107.9,GSM
404,20,1886,22709,0,77.770139,13.011583,120,2,1,1680000000,1700000000,-112.5,GSM
405,472,1974,11852,0,77.489441,13.121135,143,2,1,1680000000,1700000000,-104.5,LTE
405,1,2925,57821,0,77.408146,13.081463,270,3,1,1680000000,1700000000,-96.3,GSM
404,20,2758,66044,0,77.527294,13.128198,489,4,1,1680000000,1700000000,-110.7,GSM
404,20,217,67785,0,77.62452,13.151239,779,2,1,1680000000,1700000000,-111.7,GSM
405,472,3984,76506,0,77.782002,12.923952,268,2,1,1680000000,1700000000,-93.9,LTE
405,10,2994,45123,0,77.691279,12.9192,900,13,1,1680000000,1700000000,-83.1,LTE
404,10,8879,6278,0,77.578456,12.957069,902,23,1,1680000000,1700000000,-98.9,UMTS
404,20,5099,13253,0,77.48262,13.048001,590,2,1,1680000000,1700000000,-106.9,GSM
404,472,1681,24178,0,77.743726,12.933932,998,9,1,1680000000,1700000000,-110.7,UMTS
405,1,1349,57010,0,77.67662,12.836402,169,16,1,1680000000,1700000000,-95.2,LTE
404,20,1841,18920,0,77.651687,13.136512,827,1,1,1680000000,1700000000,-110.8,GSM
405,472,8537,38376,0,77.755106,12.96971,1137,10,1,1680000000,1700000000,-95.5,LTE
404,20,2204,22880,0,77.677874,12.985468,788,7,1,1680000000,1700000000,-109.2,LTE
404,10,5087,11296,0,77.642809,12.891521,748,5,1,1680000000,1700000000,-102.7,UMTS
404,10,4455,53888,0,77.409094,13.075127,1735,1,1,1680000000,1700000000,-106.5,LTE
405,472,8060,98513,0,77.648467,12.702386,1473,3,1,1680000000,1700000000,-99.2,UMTS
405,10,4934,2716,0,77.680215,12.906257,811,5,1,1680000000,1700000000,-99.4,UMTS
405,20,5255,34730,0,77.492389,12.731155,1539,3,1,1680000000,1700000000,-106.6,GSM
405,10,5841,48810,0,77.604215,13.053867,401,13,1,1680000000,1700000000,-92.5,LTE
404,10,6804,53245,0,77.638862,12.878875,443,3,1,1680000000,1700000000,-88.4,NR
405,10,6174,94864,0,77.463834,12.998377,1338,2,1,1680000000,1700000000,-114.0,UMTS
404,20,2632,33720,0,77.58172,12.996196,1500,13,1,1680000000,1700000000,-91.7,LTE
405,472,7587,71596,0,77.643497,13.092762,1895,3,1,1680000000,1700000000,-90.7,UMTS
405,20,4728,16091,0,77.679036,13.035024,121,1,1,1680000000,1700000000,-110.5,GSM
404,10,3311,7683,0,77.730743,13.15702,1619,1,1,1680000000,1700000000,-101.7,GSM
405,472,3391,37153,0,77.8,12.970899,1605,7,1,1680000000,1700000000,-104.5,UMTS
404,472,2857,11731,0,77.747706,12.956067,1328,21,1,1680000000,1700000000,-93.1,LTE
404,10,3992,55134,0,77.477048,12.707185,1715,4,1,1680000000,1700000000,-120.0,GSM
405,20,2355,85980,0,77.52125,13.146449,235,4,1,1680000000,1700000000,-96.6,UMTS
405,472,1568,45363,0,77.662257,12.830693,292,8,1,1680000000,1700000000,-94.9,LTE
404,20,5106,37308,0,77.62216,13.016156,976,5,1,1680000000,1700000000,-97.2,LTE
404,472,8576,41455,0,77.703459,12.830817,178,9,1,1680000000,1700000000,-114.9,GSM
404,10,5648,84107,0,77.780028,13.198399,1111,4,1,1680000000,1700000000,-104.2,GSM
404,1,5952,6006,0,77.554893,12.977395,1664,25,1,1680000000,1700000000,-82.8,NR
404,20,3206,81014,0,77.663398,12.700831,1440,2,1,1680000000,1700000000,-99.0,GSM
405,472,8351,83239,0,77.764442,12.712395,1664,4,1,1680000000,1700000000,-115.5,GSM
404,10,9805,31801,0,77.551451,12.900176,1088,4,1,1680000000,1700000000,-104.4,NR
404,472,1736,18820,0,77.656417,12.878821,283,25,1,1680000000,1700000000,-112.6,UMTS
405,10,1246,71655,0,77.644303,12.929694,233,12,1,1680000000,1700000000,-93.0,UMTS
404,20,1356,8479,0,77.673388,12.859684,948,13,1,1680000000,1700000000,-82.8,LTE
405,20,204,25264,0,77.587478,12.949671,764,21,1,1680000000,1700000000,-78.3,LTE
404,472,6619,71641,0,77.648797,13.053598,1439,18,1,1680000000,1700000000,-97.4,LTE
404,1,2209,66865,0,77.780869,12.863547,1315,1,1,1680000000,1700000000,-101.6,UMTS
405,10,5298,55409,0,77.563734,12.845173,1038,3,1,1680000000,1700000000,-115.2,GSM
404,472,5027,17094,0,77.593832,12.889403,1964,24,1,1680000000,1700000000,-88.4,LTE
405,10,5288,19950,0,77.666342,12.740518,1671,2,1,1680000000,1700000000,-95.8,GSM
405,10,7408,54891,0,77.569789,12.85199,1157,4,1,1680000000,1700000000,-100.2,GSM
404,10,293,35272,0,77.714456,12.913615,334,3,1,1680000000,1700000000,-99.9,GSM
405,10,782,39016,0,77.598434,13.081732,1971,23,1,1680000000,1700000000,-99.6,GSM
404,10,1250,14217,0,77.750103,12.982805,248,6,1,1680000000,1700000000,-85.5,LTE
404,472,8925,30142,0,77.593881,12.884809,125,8,1,1680000000,1700000000,-90.9,UMTS
405,20,2592,4218,0,77.646727,12.881256,344,10,1,1680000000,1700000000,-92.7,UMTS
404,10,5793,36563,0,77.554605,12.97848,205,23,1,1680000000,1700000000,-91.0,LTE
404,472,1923,79093,0,77.712876,12.973256,898,9,1,1680000000,1700000000,-114.4,GSM
404,20,4812,75333,0,77.684323,12.863879,878,6,1,1680000000,1700000000,-107.4,LTE
404,1,8732,43857,0,77.688659,12.944621,706,7,1,1680000000,1700000000,-99.9,UMTS
404,1,5239,67775,0,77.536372,12.996396,575,8,1,1680000000,1700000000,-93.2,UMTS
405,472,8616,83780,0,77.778771,12.927421,417,2,1,1680000000,1700000000,-96.4,GSM
404,472,5545,82843,0,77.553187,12.888268,1579,4,1,1680000000,1700000000,-112.0,GSM
405,10,5238,86729,0,77.61142,13.029207,292,15,1,1680000000,1700000000,-88.4,LTE
404,472,5659,67969,0,77.459956,12.808357,1222,2,1,1680000000,1700000000,-104.2,UMTS
404,1,5057,72674,0,77.509787,12.814719,1215,2,1,1680000000,1700000000,-111.2,GSM
404,472,8340,53585,0,77.617542,12.866523,1281,3,1,1680000000,1700000000,-107.8,GSM
404,472,7749,70957,0,77.623593,13.034205,112,10,1,1680000000,1700000000,-94.3,NR
405,10,8627,58816,0,77.651872,12.930989,207,1,1,1680000000,1700000000,-97.9,UMTS
404,472,6733,41583,0,77.588526,12.919586,1422,10,1,1680000000,1700000000,-85.6,NR
405,20,9007,36393,0,77.741036,12.922897,462,10,1,1680000000,1700000000,-101.8,GSM
404,10,9537,33827,0,77.664943,12.813151,465,4,1,1680000000,1700000000,-96.0,LTE
405,472,5905,32222,0,77.749494,12.897946,286,2,1,1680000000,1700000000,-99.7,UMTS
404,472,699,23370,0,77.683984,12.721927,763,1,1,1680000000,1700000000,-91.7,LTE
404,10,9348,43156,0,77.696787,12.923715,238,6,1,1680000000,1700000000,-97.8,NR
405,472,8432,40487,0,77.603016,13.021153,1068,6,1,1680000000,1700000000,-95.7,NR
405,10,3395,32363,0,77.684178,12.867511,579,10,1,1680000000,1700000000,-93.2,LTE
404,10,2375,1596,0,77.620288,12.818082,1529,3,1,1680000000,1700000000,-103.0,UMTS
404,20,8126,60898,0,77.76463,13.154242,1464,4,1,1680000000,1700000000,-101.4,UMTS
405,1,9069,94251,0,77.568302,12.892442,1321,8,1,1680000000,1700000000,-95.2,UMTS
404,1,5053,5417,0,77.488668,12.975158,854,4,1,1680000000,1700000000,-98.5,LTE
404,1,276,7465,0,77.607844,13.117698,1146,4,1,1680000000,1700000000,-103.5,LTE
404,472,8283,90642,0,77.534737,12.974756,465,21,1,1680000000,1700000000,-81.7,NR
404,472,9984,71350,0,77.530428,12.94951,1946,4,1,1680000000,1700000000,-114.0,GSM
404,472,5279,74333,0,77.581139,12.911173,644,5,1,1680000000,1700000000,-83.6,UMTS
405,20,7166,94300,0,77.50622,12.959478,1649,5,1,1680000000,1700000000,-111.4,GSM
405,1,7438,26189,0,77.561126,12.973834,1672,23,1,1680000000,1700000000,-83.4,LTE
404,20,2716,88045,0,77.496891,12.743679,1310,1,1,1680000000,1700000000,-103.4,GSM
404,472,839,31503,0,77.616729,13.089519,1989,8,1,1680000000,1700000000,-84.6,UMTS
404,1,6258,10562,0,77.612967,12.968232,199,10,1,1680000000,1700000000,-97.1,LTE
405,10,8108,31807,0,77.652125,12.79531,410,4,1,1680000000,1700000000,-115.1,GSM
404,472,9903,18926,0,77.410754,12.845394,777,2,1,1680000000,1700000000,-109.7,GSM
404,10,1165,61102,0,77.521135,12.95037,1677,9,1,1680000000,1700000000,-114.2,UMTS
404,472,7538,34511,0,77.459286,12.724098,991,3,1,1680000000,1700000000,-100.4,GSM
405,10,3022,18256,0,77.764924,12.983805,430,12,1,1680000000,1700000000,-91.9,NR
